order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,department_id
1901567,2,3,1,10,3,20574,3,1,20
1901567,2,3,1,10,3,7781,4,0,16
1901567,2,3,1,10,3,28874,5,0,20
738281,2,4,2,10,8,49451,1,0,20
738281,2,4,2,10,8,32792,2,1,19
738281,2,4,2,10,8,32139,3,0,20
738281,2,4,2,10,8,34688,4,0,7
738281,2,4,2,10,8,36735,5,0,20
738281,2,4,2,10,8,37646,6,0,4
738281,2,4,2,10,8,22829,7,0,19
738281,2,4,2,10,8,24852,8,0,4
738281,2,4,2,10,8,47209,9,0,4
738281,2,4,2,10,8,33276,10,0,20
738281,2,4,2,10,8,45613,11,0,1
738281,2,4,2,10,8,9681,12,0,1
738281,2,4,2,10,8,21150,13,0,1
1673511,2,5,3,11,8,47144,1,0,16
1673511,2,5,3,11,8,5322,2,0,19
1673511,2,5,3,11,8,17224,3,0,19
1673511,2,5,3,11,8,38656,4,0,19
1673511,2,5,3,11,8,21376,5,0,19
1673511,2,5,3,11,8,48210,6,0,14
1673511,2,5,3,11,8,5907,7,0,14
1673511,2,5,3,11,8,14553,8,0,14
1673511,2,5,3,11,8,47553,9,0,11
1673511,2,5,3,11,8,22124,10,0,16
1673511,2,5,3,11,8,19156,11,0,16
1673511,2,5,3,11,8,1559,12,0,16
1673511,2,5,3,11,8,47766,13,1,4
1199898,2,6,2,9,13,32792,1,1,19
1199898,2,6,2,9,13,12000,2,1,13
1199898,2,6,2,9,13,9681,3,1,1
1199898,2,6,2,9,13,32139,4,1,20
1199898,2,6,2,9,13,32052,5,0,19
1199898,2,6,2,9,13,27344,6,1,20
1199898,2,6,2,9,13,24852,7,1,4
1199898,2,6,2,9,13,45066,8,1,4
1199898,2,6,2,9,13,27966,9,1,4
1199898,2,6,2,9,13,47209,10,1,4
1199898,2,6,2,9,13,36735,11,1,20
1199898,2,6,2,9,13,46676,12,0,16
1199898,2,6,2,9,13,33754,13,0,16
1199898,2,6,2,9,13,17872,14,0,16
1199898,2,6,2,9,13,18523,15,0,16
1199898,2,6,2,9,13,24954,16,0,16
1199898,2,6,2,9,13,4957,17,0,16
1199898,2,6,2,9,13,40571,18,0,16
1199898,2,6,2,9,13,41787,19,0,4
1199898,2,6,2,9,13,19051,20,1,19
1199898,2,6,2,9,13,33276,21,1,20
3194192,2,7,2,12,14,32792,1,1,19
3194192,2,7,2,12,14,12000,2,1,13
3194192,2,7,2,12,14,16589,3,1,19
3194192,2,7,2,12,14,32052,4,1,19
3194192,2,7,2,12,14,19051,5,1,19
3194192,2,7,2,12,14,32139,6,1,20
3194192,2,7,2,12,14,47209,7,1,4
3194192,2,7,2,12,14,24852,8,1,4
3194192,2,7,2,12,14,46886,9,0,16
3194192,2,7,2,12,14,40198,10,0,16
3194192,2,7,2,12,14,17758,11,0,16
3194192,2,7,2,12,14,45066,12,1,4
3194192,2,7,2,12,14,41787,13,1,4
3194192,2,7,2,12,14,34688,14,1,7
788338,2,8,1,15,27,32792,1,1,19
788338,2,8,1,15,27,28918,2,0,19
788338,2,8,1,15,27,24852,3,1,4
788338,2,8,1,15,27,34688,4,1,7
788338,2,8,1,15,27,48110,5,1,19
788338,2,8,1,15,27,47209,6,1,4
788338,2,8,1,15,27,32052,7,1,19
788338,2,8,1,15,27,17758,8,1,16
788338,2,8,1,15,27,40198,9,1,16
788338,2,8,1,15,27,46886,10,1,16
788338,2,8,1,15,27,22963,11,0,20
788338,2,8,1,15,27,23,12,0,12
788338,2,8,1,15,27,20084,13,0,7
788338,2,8,1,15,27,2002,14,0,1
788338,2,8,1,15,27,5212,15,0,4
788338,2,8,1,15,27,14306,16,0,13
1718559,2,9,2,9,8,32792,1,1,19
1718559,2,9,2,9,8,24852,2,1,4
1718559,2,9,2,9,8,12000,3,1,13
1718559,2,9,2,9,8,21376,4,1,19
1718559,2,9,2,9,8,2002,5,1,1
1718559,2,9,2,9,8,7781,6,1,16
1718559,2,9,2,9,8,13742,7,0,19
1718559,2,9,2,9,8,18961,8,0,19
1718559,2,9,2,9,8,15841,9,0,19
1718559,2,9,2,9,8,33754,10,1,16
1718559,2,9,2,9,8,22124,11,1,16
1718559,2,9,2,9,8,19156,12,1,16
1718559,2,9,2,9,8,1559,13,1,16
1718559,2,9,2,9,8,13351,14,0,16
1718559,2,9,2,9,8,18523,15,1,16
1718559,2,9,2,9,8,17872,16,1,16
1718559,2,9,2,9,8,5450,17,0,4
1718559,2,9,2,9,8,22474,18,1,19
1718559,2,9,2,9,8,48099,19,0,1
1718559,2,9,2,9,8,49273,20,0,1
1718559,2,9,2,9,8,47792,21,0,1
1718559,2,9,2,9,8,45613,22,1,1
1718559,2,9,2,9,8,9124,23,0,1
1718559,2,9,2,9,8,22559,24,0,1
1718559,2,9,2,9,8,33957,25,0,1
1718559,2,9,2,9,8,27737,26,0,1
1447487,2,10,1,11,6,24852,1,1,4
1447487,2,10,1,11,6,12000,2,1,13
1447487,2,10,1,11,6,47209,3,1,4
1447487,2,10,1,11,6,17872,4,1,16
1447487,2,10,1,11,6,18523,5,1,16
1447487,2,10,1,11,6,1559,6,1,16
1447487,2,10,1,11,6,19156,7,1,16
1447487,2,10,1,11,6,2002,8,1,1
1447487,2,10,1,11,6,2573,9,0,6
1402090,2,11,1,10,30,32792,1,1,19
1402090,2,11,1,10,30,4071,2,0,6
1402090,2,11,1,10,30,19051,3,1,19
1402090,2,11,1,10,30,19156,4,1,16
1402090,2,11,1,10,30,18523,5,1,16
1402090,2,11,1,10,30,1559,6,1,16
1402090,2,11,1,10,30,22124,7,1,16
1402090,2,11,1,10,30,33754,8,1,16
1402090,2,11,1,10,30,22474,9,1,19
1402090,2,11,1,10,30,16589,10,1,19
1402090,2,11,1,10,30,32139,11,1,20
1402090,2,11,1,10,30,8296,12,0,19
1402090,2,11,1,10,30,47209,13,1,4
1402090,2,11,1,10,30,2002,14,1,1
1402090,2,11,1,10,30,21227,15,0,20
3186735,2,12,1,9,28,32792,1,1,19
3186735,2,12,1,9,28,47209,2,1,4
3186735,2,12,1,9,28,22124,3,1,16
3186735,2,12,1,9,28,19156,4,1,16
3186735,2,12,1,9,28,1559,5,1,16
3186735,2,12,1,9,28,13351,6,1,16
3186735,2,12,1,9,28,3151,7,0,7
3186735,2,12,1,9,28,19240,8,0,19
3186735,2,12,1,9,28,21709,9,0,7
3186735,2,12,1,9,28,10305,10,0,4
3186735,2,12,1,9,28,24990,11,0,19
3186735,2,12,1,9,28,18523,12,1,16
3186735,2,12,1,9,28,36735,13,1,20
3186735,2,12,1,9,28,22963,14,1,20
3186735,2,12,1,9,28,33754,15,1,16
3186735,2,12,1,9,28,16589,16,1,19
3186735,2,12,1,9,28,36287,17,0,13
3186735,2,12,1,9,28,42356,18,0,13
3186735,2,12,1,9,28,12258,19,0,3
3268552,2,13,4,11,30,42342,1,0,20
3268552,2,13,4,11,30,30908,2,0,19
3268552,2,13,4,11,30,79,3,0,15
3268552,2,13,4,11,30,5869,4,0,13
3268552,2,13,4,11,30,44303,5,0,13
3268552,2,13,4,11,30,16521,6,0,19
3268552,2,13,4,11,30,39877,7,0,4
3268552,2,13,4,11,30,19057,8,0,4
3268552,2,13,4,11,30,45948,9,0,3
839880,2,14,3,10,13,24852,1,1,4
839880,2,14,3,10,13,16589,2,1,19
839880,2,14,3,10,13,1559,3,1,16
839880,2,14,3,10,13,19156,4,1,16
839880,2,14,3,10,13,18523,5,1,16
839880,2,14,3,10,13,22825,6,0,4
839880,2,14,3,10,13,27413,7,0,7
839880,2,14,3,10,13,33754,8,1,16
839880,2,14,3,10,13,21709,9,1,7
839880,2,14,3,10,13,47209,10,1,4
839880,2,14,3,10,13,7781,11,1,16
839880,2,14,3,10,13,2573,12,1,6
839880,2,14,3,10,13,39928,13,0,4
839880,2,14,3,10,13,20785,14,0,16
839880,2,14,3,10,13,24768,15,0,13
839880,2,14,3,10,13,7963,16,0,1
1374495,3,1,1,14,,9387,1,0,4
1374495,3,1,1,14,,17668,2,0,16
1374495,3,1,1,14,,15143,3,0,4
1374495,3,1,1,14,,16797,4,0,4
1374495,3,1,1,14,,39190,5,0,16
1374495,3,1,1,14,,47766,6,0,4
1374495,3,1,1,14,,21903,7,0,4
1374495,3,1,1,14,,39922,8,0,4
1374495,3,1,1,14,,24810,9,0,19
1374495,3,1,1,14,,32402,10,0,19
444309,3,2,3,19,9,38596,1,0,16
444309,3,2,3,19,9,21903,2,1,4
444309,3,2,3,19,9,248,3,0,19
444309,3,2,3,19,9,40604,4,0,16
444309,3,2,3,19,9,8021,5,0,17
444309,3,2,3,19,9,17668,6,1,16
444309,3,2,3,19,9,21137,7,0,4
444309,3,2,3,19,9,23650,8,0,7
444309,3,2,3,19,9,32402,9,1,19
3002854,3,3,3,16,21,39190,1,1,16
3002854,3,3,3,16,21,47766,2,1,4
3002854,3,3,3,16,21,21903,3,1,4
3002854,3,3,3,16,21,49683,4,0,4
3002854,3,3,3,16,21,28373,5,0,20
3002854,3,3,3,16,21,7503,6,0,19
2037211,3,4,2,18,20,1819,1,0,13
2037211,3,4,2,18,20,12845,2,0,19
2037211,3,4,2,18,20,9387,3,1,4
2037211,3,4,2,18,20,16965,4,0,1
2037211,3,4,2,18,20,24010,5,0,1
2710558,3,5,0,17,12,39190,1,1,16
2710558,3,5,0,17,12,9387,2,1,4
2710558,3,5,0,17,12,17668,3,1,16
2710558,3,5,0,17,12,47766,4,1,4
2710558,3,5,0,17,12,16965,5,1,1
2710558,3,5,0,17,12,28373,6,1,20
2710558,3,5,0,17,12,21903,7,1,4
2710558,3,5,0,17,12,22035,8,0,16
2710558,3,5,0,17,12,42265,9,0,4
2710558,3,5,0,17,12,18370,10,0,16
2710558,3,5,0,17,12,44683,11,0,4
1972919,3,6,0,16,7,22035,1,1,16
1972919,3,6,0,16,7,39190,2,1,16
1972919,3,6,0,16,7,9387,3,1,4
1972919,3,6,0,16,7,47766,4,1,4
1972919,3,6,0,16,7,1819,5,1,13
1972919,3,6,0,16,7,24810,6,1,19
1972919,3,6,0,16,7,14992,7,0,4
1972919,3,6,0,16,7,44683,8,1,4
1839752,3,7,0,15,7,39190,1,1,16
1839752,3,7,0,15,7,1819,2,1,13
1839752,3,7,0,15,7,21903,3,1,4
1839752,3,7,0,15,7,43961,4,0,4
1839752,3,7,0,15,7,16797,5,1,4
1839752,3,7,0,15,7,24010,6,1,1
1839752,3,7,0,15,7,14992,7,1,4
1839752,3,7,0,15,7,18599,8,0,9
1839752,3,7,0,15,7,9387,9,1,4
3225766,3,8,0,17,7,39190,1,1,16
3225766,3,8,0,17,7,22035,2,1,16
3225766,3,8,0,17,7,43961,3,1,4
3225766,3,8,0,17,7,18599,4,1,9
3225766,3,8,0,17,7,21903,5,1,4
3225766,3,8,0,17,7,47766,6,1,4
3225766,3,8,0,17,7,42557,7,0,13
3225766,3,8,0,17,7,48523,8,0,1
3160850,3,9,0,16,7,39190,1,1,16
3160850,3,9,0,16,7,47766,2,1,4
3160850,3,9,0,16,7,16797,3,1,4
3160850,3,9,0,16,7,43961,4,1,4
3160850,3,9,0,16,7,48523,5,1,1
676467,3,10,3,16,17,18599,1,1,9
676467,3,10,3,16,17,17668,2,1,16
676467,3,10,3,16,17,47766,3,1,4
676467,3,10,3,16,17,39190,4,1,16
676467,3,10,3,16,17,1005,5,0,7
676467,3,10,3,16,17,32402,6,1,19
521107,3,11,0,18,11,39190,1,1,16
521107,3,11,0,18,11,47766,2,1,4
521107,3,11,0,18,11,21903,3,1,4
521107,3,11,0,18,11,43961,4,1,4
521107,3,11,0,18,11,17668,5,1,16
1402502,3,12,1,15,15,39190,1,1,16
1402502,3,12,1,15,15,18599,2,1,9
1402502,3,12,1,15,15,23650,3,1,7
1402502,3,12,1,15,15,21903,4,1,4
1402502,3,12,1,15,15,47766,5,1,4
1402502,3,12,1,15,15,24810,6,1,19
3343014,4,1,6,11,,36606,1,0,3
3343014,4,1,6,11,,7350,2,0,7
3343014,4,1,6,11,,35469,3,0,1
3343014,4,1,6,11,,2707,4,0,17
2030307,4,2,4,11,19,42329,1,0,5
2030307,4,2,4,11,19,7160,2,0,17
691089,4,3,4,15,21,1200,1,0,15
691089,4,3,4,15,21,17769,2,0,7
691089,4,3,4,15,21,43704,3,0,3
691089,4,3,4,15,21,37646,4,0,4
691089,4,3,4,15,21,11865,5,0,1
691089,4,3,4,15,21,35469,6,1,1
691089,4,3,4,15,21,19057,7,0,4
94891,4,4,5,13,15,22199,1,0,5
94891,4,4,5,13,15,25146,2,0,7
2557754,4,5,5,13,0,26576,1,0,19
2557754,4,5,5,13,0,25623,2,0,20
2557754,4,5,5,13,0,21573,3,0,20
2717275,5,1,3,12,,15349,1,0,13
2717275,5,1,3,12,,21413,2,0,6
2717275,5,1,3,12,,48775,3,0,4
2717275,5,1,3,12,,28289,4,0,4
2717275,5,1,3,12,,8518,5,0,4
2717275,5,1,3,12,,11777,6,0,4
2717275,5,1,3,12,,31717,7,0,4
2717275,5,1,3,12,,26604,8,0,4
2717275,5,1,3,12,,43693,9,0,16
2717275,5,1,3,12,,22475,10,0,4
2717275,5,1,3,12,,24535,11,0,16
1909121,5,2,0,16,11,43693,1,1,16
1909121,5,2,0,16,11,6808,2,0,9
1909121,5,2,0,16,11,24535,3,1,16
1909121,5,2,0,16,11,11777,4,1,4
1909121,5,2,0,16,11,21616,5,0,4
1909121,5,2,0,16,11,18761,6,0,13
1909121,5,2,0,16,11,26604,7,1,4
1909121,5,2,0,16,11,13870,8,0,19
1909121,5,2,0,16,11,13988,9,0,4
2267326,5,3,3,18,10,26604,1,1,4
2267326,5,3,3,18,10,11777,2,1,4
2267326,5,3,3,18,10,20754,3,0,1
2267326,5,3,3,18,10,24231,4,0,1
2267326,5,3,3,18,10,40706,5,0,4
157374,5,4,1,18,19,27344,1,0,20
157374,5,4,1,18,19,24535,2,1,16
157374,5,4,1,18,19,43693,3,1,16
157374,5,4,1,18,19,40706,4,1,4
157374,5,4,1,18,19,16168,5,0,16
157374,5,4,1,18,19,21413,6,1,6
157374,5,4,1,18,19,13988,7,1,4
157374,5,4,1,18,19,3376,8,0,15
157374,5,4,1,18,19,8518,9,1,4
157374,5,4,1,18,19,26604,10,1,4
157374,5,4,1,18,19,11777,11,1,4
157374,5,4,1,18,19,5999,12,0,16
2086598,6,1,5,18,,27521,1,0,4
2086598,6,1,5,18,,38293,2,0,12
2086598,6,1,5,18,,21903,3,0,4
2086598,6,1,5,18,,48679,4,0,4
298250,6,2,4,16,6,38293,1,1,12
298250,6,2,4,16,6,20323,2,0,15
298250,6,2,4,16,6,40992,3,0,15
298250,6,2,4,16,6,21903,4,1,4
298250,6,2,4,16,6,45007,5,0,4
298250,6,2,4,16,6,11068,6,0,16
298250,6,2,4,16,6,10644,7,0,13
998866,6,3,2,18,12,49401,1,0,15
998866,6,3,2,18,12,25659,2,0,16
998866,6,3,2,18,12,8424,3,0,4
2565571,7,1,3,9,,45628,1,0,16
2565571,7,1,3,9,,39275,2,0,4
2565571,7,1,3,9,,6361,3,0,3
2565571,7,1,3,9,,45066,4,0,4
2565571,7,1,3,9,,13249,5,0,16
2565571,7,1,3,9,,31683,6,0,7
2565571,7,1,3,9,,519,7,0,7
2565571,7,1,3,9,,37999,8,0,7
2565571,7,1,3,9,,49508,9,0,7
2565571,7,1,3,9,,29871,10,0,20
2565571,7,1,3,9,,22963,11,0,20
2565571,7,1,3,9,,14332,12,0,13
2402008,7,2,1,19,30,4920,1,0,4
2402008,7,2,1,19,30,37602,2,0,7
2402008,7,2,1,19,30,29871,3,1,20
2402008,7,2,1,19,30,22963,4,1,20
2402008,7,2,1,19,30,19019,5,0,20
2402008,7,2,1,19,30,6361,6,1,3
2402008,7,2,1,19,30,31683,7,1,7
2402008,7,2,1,19,30,17638,8,0,7
2402008,7,2,1,19,30,40852,9,0,16
2402008,7,2,1,19,30,27690,10,0,19
2402008,7,2,1,19,30,9598,11,0,15
2402008,7,2,1,19,30,15581,12,0,19
2402008,7,2,1,19,30,45537,13,0,19
2402008,7,2,1,19,30,13198,14,0,12
2402008,7,2,1,19,30,8518,15,0,4
2402008,7,2,1,19,30,274,16,0,17
2402008,7,2,1,19,30,43967,17,0,7
2402008,7,2,1,19,30,42803,18,0,19
2402008,7,2,1,19,30,30391,19,0,4
2402008,7,2,1,19,30,19678,20,0,4
2402008,7,2,1,19,30,31343,21,0,16
121053,7,3,0,18,30,10895,1,0,16
121053,7,3,0,18,30,14267,2,0,15
121053,7,3,0,18,30,39121,3,0,1
121053,7,3,0,18,30,42828,4,0,16
121053,7,3,0,18,30,45066,5,1,4
121053,7,3,0,18,30,37999,6,1,7
121053,7,3,0,18,30,45628,7,1,16
121053,7,3,0,18,30,37602,8,1,7
121053,7,3,0,18,30,29871,9,1,20
121053,7,3,0,18,30,22963,10,1,20
121053,7,3,0,18,30,19019,11,1,20
121053,7,3,0,18,30,6361,12,1,3
121053,7,3,0,18,30,31683,13,1,7
121053,7,3,0,18,30,519,14,1,7
121053,7,3,0,18,30,49508,15,1,7
121053,7,3,0,18,30,17638,16,1,7
121053,7,3,0,18,30,40852,17,1,16
121053,7,3,0,18,30,27690,18,1,19
121053,7,3,0,18,30,9598,19,1,15
121053,7,3,0,18,30,15581,20,1,19
121053,7,3,0,18,30,45537,21,1,19
121053,7,3,0,18,30,13198,22,1,12
121053,7,3,0,18,30,43967,23,1,7
121053,7,3,0,18,30,30391,24,1,4
1695742,7,4,2,10,9,47272,1,0,7
1695742,7,4,2,10,9,29993,2,0,16
1695742,7,4,2,10,9,21137,3,0,4
1695742,7,4,2,10,9,13802,4,0,16
1695742,7,4,2,10,9,37999,5,1,7
1695742,7,4,2,10,9,14332,6,1,13
1695742,7,4,2,10,9,37602,7,1,7
1695742,7,4,2,10,9,6361,8,1,3
1695742,7,4,2,10,9,31683,9,1,7
1695742,7,4,2,10,9,17638,10,1,7
1695742,7,4,2,10,9,40852,11,1,16
1695742,7,4,2,10,9,27690,12,1,19
1695742,7,4,2,10,9,13198,13,1,12
1695742,7,4,2,10,9,43967,14,1,7
1695742,7,4,2,10,9,42803,15,1,19
1695742,7,4,2,10,9,19678,16,1,4
3321109,7,5,5,18,3,47272,1,1,7
3321109,7,5,5,18,3,49235,2,0,16
3321109,7,5,5,18,3,21137,3,1,4
3321109,7,5,5,18,3,37999,4,1,7
3321109,7,5,5,18,3,37602,5,1,7
3321109,7,5,5,18,3,19019,6,1,20
3321109,7,5,5,18,3,6361,7,1,3
3321109,7,5,5,18,3,17638,8,1,7
3321109,7,5,5,18,3,40852,9,1,16
3321109,7,5,5,18,3,42803,10,1,19
1682003,7,6,1,18,10,26346,1,0,16
1682003,7,6,1,18,10,21137,2,1,4
1682003,7,6,1,18,10,42803,3,1,19
1014379,7,7,1,15,7,8518,1,1,4
776265,7,8,2,12,8,10895,1,1,16
776265,7,8,2,12,8,39275,2,1,4
776265,7,8,2,12,8,37602,3,1,7
776265,7,8,2,12,8,31683,4,1,7
776265,7,8,2,12,8,17638,5,1,7
776265,7,8,2,12,8,13198,6,1,12
776265,7,8,2,12,8,43967,7,1,7
776265,7,8,2,12,8,42803,8,1,19
2507052,7,9,6,7,4,29993,1,1,16
2507052,7,9,6,7,4,39121,2,1,1
2507052,7,9,6,7,4,45628,3,1,16
2507052,7,9,6,7,4,39275,4,1,4
2507052,7,9,6,7,4,4920,5,1,4
2507052,7,9,6,7,4,37602,6,1,7
2507052,7,9,6,7,4,31683,7,1,7
2507052,7,9,6,7,4,40852,8,1,16
2507052,7,9,6,7,4,45537,9,1,19
2507052,7,9,6,7,4,30391,10,1,4
1396119,7,10,1,20,9,10895,1,1,16
1396119,7,10,1,20,9,45628,2,1,16
1396119,7,10,1,20,9,4920,3,1,4
1396119,7,10,1,20,9,17638,4,1,7
1396119,7,10,1,20,9,40852,5,1,16
1396119,7,10,1,20,9,43967,6,1,7
1396119,7,10,1,20,9,30391,7,1,4
565870,7,11,0,15,6,21137,1,1,4
565870,7,11,0,15,6,45628,2,1,16
565870,7,11,0,15,6,4920,3,1,4
565870,7,11,0,15,6,37602,4,1,7
565870,7,11,0,15,6,31683,5,1,7
565870,7,11,0,15,6,17638,6,1,7
565870,7,11,0,15,6,40852,7,1,16
565870,7,11,0,15,6,13198,8,1,12
565870,7,11,0,15,6,42803,9,1,19
3239072,7,12,0,14,7,39121,1,1,1
3239072,7,12,0,14,7,17638,2,1,7
3239072,7,12,0,14,7,40852,3,1,16
3239072,7,12,0,14,7,31343,4,1,16
1175028,7,13,5,15,5,21137,1,1,4
1175028,7,13,5,15,5,39275,2,1,4
1175028,7,13,5,15,5,37602,3,1,7
1175028,7,13,5,15,5,8277,4,0,4
1175028,7,13,5,15,5,17638,5,1,7
1175028,7,13,5,15,5,40852,6,1,16
1175028,7,13,5,15,5,13198,7,1,12
1175028,7,13,5,15,5,43967,8,1,7
1175028,7,13,5,15,5,30391,9,1,4
3060817,7,14,1,13,17,21137,1,1,4
3060817,7,14,1,13,17,37602,2,1,7
3060817,7,14,1,13,17,40852,3,1,16
3060817,7,14,1,13,17,30391,4,1,4
3120740,7,15,3,16,2,32177,1,0,4
3120740,7,15,3,16,2,33740,2,0,4
3120740,7,15,3,16,2,8277,3,1,4
3120740,7,15,3,16,2,21137,4,1,4
3120740,7,15,3,16,2,4920,5,1,4
3120740,7,15,3,16,2,22742,6,0,7
3120740,7,15,3,16,2,29602,7,0,8
3120740,7,15,3,16,2,13176,8,0,4
3120740,7,15,3,16,2,46969,9,0,4
3120740,7,15,3,16,2,21298,10,0,1
2425840,7,16,0,13,11,37602,1,1,7
2425840,7,16,0,13,11,40852,2,1,16
2425840,7,16,0,13,11,21137,3,1,4
2425840,7,16,0,13,11,17638,4,1,7
2425840,7,16,0,13,11,42265,5,0,4
2425840,7,16,0,13,11,22000,6,0,13
2425840,7,16,0,13,11,35333,7,0,13
2425840,7,16,0,13,11,10504,8,0,4
2425840,7,16,0,13,11,45066,9,1,4
2425840,7,16,0,13,11,4920,10,1,4
2425840,7,16,0,13,11,43352,11,0,4
2425840,7,16,0,13,11,25199,12,0,20
2425840,7,16,0,13,11,12196,13,0,20
2425840,7,16,0,13,11,15592,14,0,4
2425840,7,16,0,13,11,18382,15,0,19
2425840,7,16,0,13,11,23712,16,0,19
2425840,7,16,0,13,11,4945,17,0,4
23391,7,17,0,10,28,13198,1,1,12
23391,7,17,0,10,28,42803,2,1,19
23391,7,17,0,10,28,8277,3,1,4
23391,7,17,0,10,28,37602,4,1,7
23391,7,17,0,10,28,40852,5,1,16
23391,7,17,0,10,28,4920,6,1,4
23391,7,17,0,10,28,4945,7,1,4
23391,7,17,0,10,28,17638,8,1,7
23391,7,17,0,10,28,11520,9,0,16
23391,7,17,0,10,28,32177,10,1,4
23391,7,17,0,10,28,27344,11,0,20
2984707,7,18,0,9,7,35333,1,1,13
2984707,7,18,0,9,7,44661,2,0,4
2984707,7,18,0,9,7,26209,3,0,4
2984707,7,18,0,9,7,27156,4,0,15
2984707,7,18,0,9,7,8518,5,1,4
2984707,7,18,0,9,7,31717,6,0,4
2984707,7,18,0,9,7,29894,7,0,13
2984707,7,18,0,9,7,22000,8,1,13
2984707,7,18,0,9,7,23516,9,0,13
2984707,7,18,0,9,7,4945,10,1,4
2984707,7,18,0,9,7,47623,11,0,13
2984707,7,18,0,9,7,18880,12,0,15
2984707,7,18,0,9,7,45066,13,1,4
369015,7,19,3,12,3,47272,1,1,7
369015,7,19,3,12,3,37999,2,1,7
369015,7,19,3,12,3,21137,3,1,4
369015,7,19,3,12,3,12196,4,1,20
369015,7,19,3,12,3,23712,5,1,19
2452257,7,20,3,9,7,47272,1,1,7
2452257,7,20,3,9,7,29993,2,1,16
2452257,7,20,3,9,7,31683,3,1,7
2452257,7,20,3,9,7,27690,4,1,19
2452257,7,20,3,9,7,9598,5,1,15
2452257,7,20,3,9,7,13198,6,1,12
2452257,7,20,3,9,7,30391,7,1,4
2452257,7,20,3,9,7,37602,8,1,7
2452257,7,20,3,9,7,21137,9,1,4
